STATEFP,PUMA5CE,PUMA NAME
22,01200,Acadiana Regional Development District 3--Lafayette Parish (North)
22,01201,Acadiana Regional Development District 4--Lafayette Parish (South)
22,01300,"Acadiana Regional Development District 5--Iberia, St. Mary & St. Martin Parishes"
22,01400,Capital Region Planning Commission 1--Baton Rouge Metropolitan Area (West)
22,01500,Capital Region Planning Commission 2--East Baton Rouge Parish (South)
22,01501,Capital Region Planning Commission 3--Baton Rouge City
22,01502,Capital Region Planning Commission 4--East Baton Rouge Parish (North)
22,01600,Capital Region Planning Commission 5--Ascension Parish
22,01700,Capital Region Planning Commission 6--Livingston & St. Helena Parishes
22,01800,Capital Region Planning Commission 7--Tangipahoa & Washington Parishes
22,01900,South Central Planning & Development Commission 1--River Parishes
22,02000,South Central Planning & Development Commission 2--Lafourche & Assumption Parishes
22,02100,South Central Planning & Development Commission 3--Terrebonne Parish
22,02200,Regional Planning Commission 1--St. Tammany Parish (Northwest)
22,02201,Regional Planning Commission 2--St. Tammany Parish (Southeast)
22,02300,Regional Planning Commission 3--Jefferson Parish (North)
22,02301,Regional Planning Commission 4--Jefferson Parish (Central)
22,02302,Regional Planning Commission 5--Jefferson Parish (West Bank)
22,02400,Regional Planning Commission 6--New Orleans City (Northeast)
22,02401,Regional Planning Commission 7--New Orleans City (Central)
22,02402,Regional Planning Commission 8--New Orleans City (South)
22,02500,"Regional Planning Commission 9--St. Bernard, Jefferson (South) & Plaquemines Parishes"
23,00100,Northeast Maine--Aroostook & Washington Counties
23,00200,"Northwest Maine--Oxford, Somerset, Franklin & Piscataquis Counties"
23,00300,Penobscot County
23,00400,Kennebec County
23,00500,"Coastal Maine Region--Hancock, Knox, Waldo & Lincoln Counties"
23,00600,Androscoggin County
23,00700,Sagadahoc & Cumberland (North) Counties--Bath City & Brunswick
23,00800,South Maine--York (West) & Cumberland (West) Counties
23,00900,Cumberland (Outside Portland) & York (East) Counties--Biddeford & Saco Cities
23,01000,"Cumberland County (Southeast)--Portland, South Portland & Westbrook Cities"
24,00100,Allegany & Garrett Counties--Cumberland City
24,00200,Washington County--Hagerstown City
24,00301,Frederick County (Outside Greater Frederick City)
24,00302,Frederick County (Central)--Greater Frederick City
24,00400,Carroll County
24,00501,Baltimore County (Outer)
24,00502,"Baltimore County--Randallstown (East), Owings Mills, Milford Mill & Reisterstown"
24,00503,"Baltimore County--Pikesville (South), Lochearn, Cockeysville & Mays Chapel"
24,00504,"Baltimore County--Towson (East & Central), Parkville & Carney"
24,00505,"Baltimore County--Perry Hall, Middle River & Rosedale"
24,00506,"Baltimore County--Dundalk, Essex & Edgemere"
24,00507,"Baltimore County--Catonsville, Woodlawn & Arbutus"
24,00601,"Harford County (North & West)--Bel Air Town, Fallston & Jarrettsville"
24,00602,Harford County (South & East)--Aberdeen & Havre de Grace Cities
24,00700,Cecil County
24,00801,"Baltimore City--Sandtown-Winchester, Ashburton & Mount Washington"
24,00802,"Baltimore City--Guilford, Roland Park & Druid Lake"
24,00803,"Baltimore City--Frankford, Belair-Edison & Loch Raven"
24,00804,"Baltimore City--Inner Harbor, Canton & Bayview"
24,00805,"Baltimore City--Irvington, Ten Hills & Cherry Hill"
24,00901,Howard County (West)--Columbia (West) & Ellicott City (Northwest)
24,00902,"Howard County (East)--Columbia (East), Ellicott City (Southeast) & Elkridge"
24,01001,"Montgomery County (North & West)--Olney, Damascus, Clarksburg & Darnestown"
24,01002,Montgomery County (West Central)--Germantown & Montgomery Village
24,01003,"Montgomery County (Central)--Rockville, Gaithersburg Cities & North Potomac"
24,01004,"Montgomery County (South)--Bethesda, Potomac & North Bethesda"
24,01005,"Montgomery County (East Central)--Wheaton, Aspen Hill & Glenmont"
24,01006,"Montgomery County (East)--Fairland, Calverton, White Oak & Burtonsville"
24,01007,Montgomery County (Southeast)--Takoma Park City & Silver Spring
24,01101,Prince George's County (Northwest)--College Park City & Langley Park
24,01102,"Prince George's County (North)--Laurel, Greenbelt (North & East) Cities & Beltsville"
24,01103,Prince George's County (Northwest)--New Carrollton & Hyattsville (Southeast) Cities
24,01104,"Prince George's County (Central)--Seat Pleasant City, Capitol Heights Town & Landover"
24,01105,"Prince George's County (East)--Bowie City, Kettering, Largo, Mitchellville & Lanham"
24,01106,"Prince George's County (South)--Clinton, Fort Washington (South), Rosaryville & Croom"
24,01107,"Prince George's County (Southwest)--Oxon Hill, Hillcrest Heights & Temple Hills"
24,01201,"Anne Arundel County (Northwest)--Severn, Odenton, Crofton, Maryland City & Fort Meade"
24,01202,"Anne Arundel County (North)--Glen Burnie, Pasadena, Ferndale & Brooklyn Park"
24,01203,"Anne Arundel County (Central)--Severna Park, Arnold & Lake Shore"
24,01204,"Anne Arundel County (Southeast)--Annapolis City, Parole, Annapolis Neck & Edgewater"
24,01300,"Queen Anne's, Talbot, Caroline, Dorchester & Kent Counties"
24,01400,"Wicomico, Worcester & Somerset Counties--Salisbury City"
24,01500,St. Mary's & Calvert Counties
24,01600,Charles County--La Plata Town & Waldorf
25,00100,Berkshire County--Pittsfield City
25,00200,Franklin & Hampshire (North) Counties
25,00300,Worcester County (Central)--Worcester City
25,00301,"Worcester County (Northeast)--Leominster, Fitchburg & Gardner Cities"
25,00302,Worcester County (West Central)
25,00303,Worcester County (East Central)
25,00304,Worcester County (South)
25,00400,"Worcester & Middlesex Counties (Outside Leominster, Fitchburg & Gardner Cities)"
25,00501,Middlesex County (Outside Lowell City)
25,00502,Middlesex County (Far Northeast)--Lowell City
25,00503,"Middlesex County--Waltham City, Lexington, Burlington, Bedford & Lincoln Towns"
25,00504,"Middlesex County (South)--Framingham Town, Marlborough City & Natick Town"
25,00505,"Middlesex County--Watertown Town City, Arlington, Belmont & Winchester Towns"
25,00506,Middlesex County (East)--Cambridge City
25,00507,Middlesex County (East)--Somerville & Everett Cities
25,00508,Middlesex County (East)--Malden & Medford Cities
25,00701,"Essex County (Northwest)--Lawrence, Haverhill & Methuen Town Cities"
25,00702,Essex County (Central)--Amesbury Town City
25,00703,"Essex County (East)--Salem, Beverly, Gloucester & Newburyport Cities"
25,00704,"Essex County (South)--Lynn City, Swampscott & Nahant Towns"
25,01000,"Peabody City, Danvers, Reading, North Reading & Lynnfield Towns"
25,01300,"Billerica, Andover, Tewksbury & Wilmington Towns"
25,01400,Middlesex (West Central) & Worcester (East) Counties
25,01600,Hampden (West & East) & Hampshire (South) Counties--Northampton City
25,01900,Hampden County (Central)--Springfield City
25,01901,Hampden County (West of Springfield City)--Westfield & Holyoke Cities
25,01902,Hampden County (East of Springfield City)--Chicopee City
25,02400,"Middlesex (Far Southwest), Norfolk (Northwest) & Worcester (Far East) Counties"
25,02800,"Woburn, Melrose Cities, Saugus, Wakefield & Stoneham Towns"
25,03301,"Boston City--Allston, Brighton & Fenway"
25,03302,"Boston City--Back Bay, Beacon Hill, Charlestown, East Boston, Central & South End"
25,03303,Boston City--Dorchester & South Boston
25,03304,Boston City--Mattapan & Roxbury
25,03305,"Boston City--Hyde Park, Jamaica Plain, Roslindale & West Roxbury"
25,03306,"Suffolk County (North)--Revere, Chelsea & Winthrop Town Cities"
25,03400,Middlesex (Southeast) & Norfolk (Northeast) Counties--Newton City & Brookline Town
25,03500,Norfolk (Northeast) & Middlesex (Southeast) Counties (West of Boston City)
25,03601,Norfolk County (Southwest)--Greater Franklin Town City
25,03602,"Norfolk County (Central)--Randolph, Norwood, Dedham, Canton & Holbrook Towns"
25,03603,Norfolk County (Northeast)--Quincy City & Milton Town
25,03900,"Weymouth Town, Braintree Town Cities, Hingham, Hull & Cohasset Towns"
25,04000,"Plymouth & Norfolk Counties--Brockton City, Stoughton & Avon Towns"
25,04200,"Attleboro City, North Attleborough, Swansea, Seekonk, Rehoboth & Plainville Towns"
25,04301,Bristol (Outside New Bedford City) & Plymouth (South) Counties
25,04302,Bristol County (Central)--Fall River City & Somerset Town
25,04303,"Bristol County--Taunton City, Mansfield, Norton, Raynam, Dighton & Berkley Towns"
25,04500,Bristol County (South)--New Bedford City & Fairhaven Town
25,04700,Barnstable County (West)--Inner Cape Cod Towns & Barnstable Town City
25,04800,"Barnstable (East), Dukes & Nantucket Counties--Outer Cape Cod Towns"
25,04901,Plymouth & Bristol Counties (Outside Brockton City)
25,04902,Plymouth County (Central)
25,04903,"Plymouth County (East)--Plymouth, Marshfield, Scituate, Duxbury & Kingston Towns"
26,00100,Western Upper Peninsula
26,00200,Eastern Upper Peninsula
26,00300,Northeast Lower Peninsula
26,00400,Northwest Lower Peninsula (East)
26,00500,Northwest Lower Peninsula (West)
26,00600,"Newaygo, Mason, Oceana & Lake Counties"
26,00700,Muskegon County
26,00801,Ottawa County (West)
26,00802,Ottawa County (East)
26,00900,Allegan County
26,01001,Kent County (Southwest)
26,01002,Kent County (Central)--Grand Rapids City Area
26,01003,Kent County (Southeast)
26,01004,Kent County (North)
26,01100,"Ionia, Montcalm, Mecosta & Osceola Counties"
26,01200,"Isabella, Gratiot & Clare Counties"
26,01300,"Iosco, Gladwin, Roscommon, Ogemaw & Arenac Counties"
26,01400,Bay & Midland Counties
26,01500,Saginaw County
26,01600,"Tuscola, Sanilac & Huron Counties"
26,01701,Genesee (East) & Lapeer Counties
26,01702,"Genesee County (Central, Outside Flint City)"
26,01703,Genesee County (Central)--Flint City Area
26,01704,Genesee (West) & Shiawassee Counties
26,01801,Ingham County (South & East)
26,01802,Ingham County (Northwest)
26,01900,Eaton & Clinton Counties
26,02000,Calhoun & Barry Counties
26,02101,Kalamazoo County (Outer)
26,02102,Kalamazoo County (Central)--Kalamazoo & Portage Cities Area
26,02200,St. Joseph & Branch Counties
26,02300,Van Buren & Cass Counties
26,02400,Berrien County
26,02500,Lenawee & Hillsdale Counties
26,02600,Jackson County
26,02701,"Washtenaw County (West, Northeast & Southeast)"
26,02702,Washtenaw County (East Central)--Ann Arbor City Area
26,02703,"Washtenaw County (East Central, Outside Ann Arbor City)"
26,02800,Livingston County
26,02901,Oakland County (West)
26,02902,Oakland County (Northeast)
26,02903,Oakland County (East Central)--Troy & Rochester Area
26,02904,Oakland County (Central)
26,02905,Oakland County (Southwest)
26,02906,Oakland County (Central)--Birmingham & Bloomfield Area
26,02907,Oakland County (South Central)--Farmington & Southfield Area
26,02908,Oakland County (Southeast)
26,03001,Macomb County (North)
26,03002,Macomb County (Central)
26,03003,Macomb County (Southwest)--Sterling Heights City
26,03004,Macomb County (Southeast)--Mount Clemens & Fraser Area
26,03005,"Macomb County (Southeast)--St. Clair Shores, Roseville & Eastpointe Area"
26,03006,Macomb County (Southwest)--Warren & Center Line Cities
26,03100,St. Clair County
26,03201,Wayne County (Northwest)
26,03202,Wayne County (North Central)--Livonia City & Redford Charter Township
26,03203,Wayne County (Central)--Dearborn & Dearborn Heights Cities
26,03204,"Wayne County (Central)--Westland, Garden City, Inkster & Wayne Cities"
26,03205,Wayne County (Southwest)
26,03206,Wayne County (Southeast)--Downriver Area (South)
26,03207,Wayne County (Southeast)--Downriver Area (North)
26,03208,Detroit City (Northwest)
26,03209,Detroit City (North Central)
26,03210,Detroit City (Northeast)
26,03211,Detroit City (South Central & Southeast)
26,03212,Detroit City (Southwest)
26,03213,Wayne County (Northeast)--I-94 Corridor
26,03300,Monroe County
27,00100,"Clay, Polk, Roseau, Pennington, Marshall, Norman, Kittson & Red Lake Counties"
27,00200,"Beltrami, Becker, Hubbard, Clearwater, Mahnomen & Lake of the Woods Counties"
27,00300,"Itasca, Carlton (South), Cass & Aitkin Counties--Grand Rapids City"
27,00400,"St. Louis (North), Koochiching, Lake & Cook Counties--Hibbing & Cloquet Cities"
27,00500,"St. Louis County (Southeast)--Duluth, Hermantown & Proctor Cities"
27,00600,"Chisago, Isanti, Pine, Mille Lacs & Kanabec Counties"
27,00700,"Crow Wing, Morrison, Todd & Wadena Counties"
27,00800,West Central Minnesota
27,00900,Stearns County--St. Cloud City
27,01000,Sherburne & Benton Counties
27,01101,"Anoka County (Northwest)--Andover, Ramsey, Anoka & East Bethel Cities"
27,01102,"Anoka County (Southwest)--Coon Rapids, Fridley & Columbia Heights Cities"
27,01103,"Anoka County (East)--Blaine, Lino Lakes & Ham Lake Cities"
27,01201,"Washington County (North)--Oakdale, Forest Lake, Stillwater & Hugo Cities"
27,01202,Washington County (South)--Woodbury & Cottage Grove Cities
27,01301,"Ramsey County (North)--Shoreview, White Bear Lake & New Brighton Cities"
27,01302,"Ramsey County (Central & Far Southeast)--Maplewood, Roseville & North St. Paul Cities"
27,01303,Ramsey County (Southeast)--St. Paul City (East)
27,01304,Ramsey County (Southwest)--St. Paul City (West)
27,01401,"Hennepin County (West)--Champlin, Rogers Cities & Lake Minnetonka"
27,01402,"Hennepin County--Plymouth, Maple Grove (West) & Medicine Lake Cities"
27,01403,"Hennepin County--Brooklyn Park, Maple Grove (East) & Osseo Cities"
27,01404,"Hennepin County--Brooklyn Center, Golden Valley, New Hope & Robbinsdale Cities"
27,01405,Hennepin County--Minneapolis (North) & St. Anthony Cities
27,01406,Hennepin County--Minneapolis City (Southeast)
27,01407,Hennepin County--Minneapolis City (Southwest)
27,01408,"Hennepin County--Edina, St. Louis Park & Hopkins Cities"
27,01409,Hennepin County--Eden Prairie & Minnetonka Cities
27,01410,Hennepin County--Bloomington & Richfield Cities
27,01501,"Dakota County (North)--Eagan, Inver Grove Heights & South St. Paul Cities"
27,01502,"Dakota County (South)--Lakeville, Hastings, Rosemount & Farmington Cities"
27,01503,Dakota County (West)--Burnsville & Apple Valley Cities
27,01600,"Scott County (East)--Shakopee, Savage & Prior Lake Cities"
27,01700,Carver & Scott (West) Counties
27,01800,Wright County
27,01900,"Kandiyohi, McLeod, Meeker, Renville & Sibley Counties"
27,02000,"Brown, Lyon, Redwood, Chippewa, Yellow Medicine, Lac qui Parle & Lincoln Counties"
27,02100,Southwest Minnesota
27,02200,"Blue Earth, Nicollet & Waseca Counties--Mankato City"
27,02300,"Rice, Goodhue & Le Sueur Counties"
27,02400,"Mower, Steele, Freeborn & Dodge Counties"
27,02500,Olmsted County--Rochester City
27,02600,"Winona, Wabasha, Fillmore & Houston Counties--Winona City"
28,00100,North Delta Region--DeSoto County--Southaven City
28,00200,"Northeast Region--Marshall, Alcorn, Prentiss, Tippah, Tishomingo & Benton Counties"
28,00300,"North Delta Region--Panola, Tate, Coahoma, Tallahatchie, Tunica & Quitman Counties"
28,00400,"Three Rivers Region--Lafayette, Monroe, Itawamba, Chickasaw & Calhoun Counties"
28,00500,"Three Rivers Region--Lee, Pontotoc & Union Counties--Tupelo City"
28,00600,"Golden Triangle Region--Starkville, Columbus & West Point Cities"
28,00700,North Central Region
28,00800,South Delta Region
28,00900,Central Region--Madison & Yazoo Counties
28,01000,Central Region--Jackson (West & South) & Clinton (South & East) Cities
28,01100,Central Region--Jackson City (East & Central)
28,01200,"Central Region--Hinds (West), Warren & Copiah Counties--Vicksburg City"
28,01300,Central Region--Rankin & Simpson Counties
28,01400,"East Central Region--Neshoba, Scott, Leake, Jasper, Smith & Kemper Counties"
28,01500,"East Central Region--Lauderdale, Newton & Clarke Counties--Meridian City"
28,01600,Southwest Region
28,01700,"South Region--Jones, Wayne, Covington, Greene & Jefferson Davis Counties"
28,01800,"South Region--Forrest, Lamar, Marion & Perry Counties--Hattiesburg City"
28,01900,"South Region--Pearl River, Hancock, George & Stone Counties"
28,02000,South Region--Harrison County--Gulfport & Biloxi Cities
28,02100,South Region--Jackson County
29,00100,Northwest Missouri
29,00200,"Buchanan, Andrew & DeKalb Counties"
29,00300,Northeast Missouri
29,00400,"Lincoln, Warren, Audrain, Pike & Montgomery Counties"
29,00500,"Cole, Callaway, Moniteau & Osage Counties"
29,00600,Boone County
29,00700,"Pettis, Randolph, Saline, Cooper, Howard, Carroll & Chariton Counties"
29,00800,"Johnson, Lafayette, Ray, Clinton & Caldwell Counties"
29,00901,Clay County (Northeast)
29,00902,"Kansas City (North Central), Gladstone City & North Kansas City"
29,00903,Platte County
29,01001,Jackson County--Kansas City (Central)
29,01002,Jackson County (North Central)
29,01003,Jackson County (East)
29,01004,Jackson County (South Central)
29,01005,Jackson County--Kansas City (South)
29,01100,Cass & Bates Counties
29,01200,"Lawrence, Henry, Vernon, Cedar, Barton, St. Clair & Dade Counties"
29,01300,"Laclede, Polk, Benton, Dallas & Hickory Counties"
29,01400,"Pulaski, Camden, Miller & Morgan Counties"
29,01500,"Phelps, Crawford, Dent, Gasconade & Maries Counties"
29,01600,Franklin County
29,01701,St. Charles County (South)
29,01702,St. Charles County (Northwest)
29,01703,St. Charles County (Northeast)
29,01801,St. Louis County (Northeast)
29,01802,St. Louis County (Northwest)
29,01803,St. Louis County (Inner Ring North)
29,01804,St. Louis County (West)
29,01805,St. Louis County (Central)
29,01806,St. Louis County (Central West)
29,01807,St. Louis County (Inner Ring South)
29,01808,St. Louis County (South)
29,01901,St. Louis City (North)
29,01902,St. Louis City (South)
29,02001,Jefferson County (North)
29,02002,Jefferson County (South)
29,02100,"St. Francois, Washington, Perry & Ste. Genevieve Counties"
29,02200,"Cape Girardeau, Scott & Bollinger Counties"
29,02300,"Dunklin, Stoddard, New Madrid, Pemiscot & Mississippi Counties"
29,02400,"Butler, Ripley, Wayne, Madison, Iron, Reynolds & Carter Counties"
29,02500,"Howell, Texas, Wright, Douglas, Oregon, Ozark & Shannon Counties"
29,02601,"Christian, Greene (Outside Springfield City) & Webster Counties"
29,02602,Greene County--Springfield City (North)
29,02603,Greene County--Springfield City (South)
29,02700,"Taney, Barry, Stone & McDonald Counties"
29,02800,Jasper & Newton Counties
30,00100,Northwest Montana--Kalispell City
30,00200,West Montana--Missoula City
30,00300,Southwest Montana--Butte-Silver Bow & Helena City
30,00400,North Central Montana--Great Falls City
30,00500,South Central Montana--Bozeman City
30,00600,East Montana (Outside Billings City)
30,00700,Billings City
31,00100,North Central & Northwest Nebraska
31,00200,Northeast Nebraska
31,00300,Central Nebraska
31,00400,Southwest Nebraska
31,00500,South Central Nebraska
31,00600,Southeast Nebraska
31,00701,"Dodge, Cass, Saunders & Washington Counties"
31,00702,Sarpy County--Bellevue City
31,00801,Lancaster County--Lincoln City (North)
31,00802,Lancaster County--Lincoln City (South)
31,00901,Douglas County--Omaha City (Northwest)
31,00902,Douglas County--Omaha City (Southwest)
31,00903,Douglas County--Omaha City (Northeast)
31,00904,Douglas County--Omaha City (Southeast)
32,00101,Washoe County (South Central)--Reno City
32,00102,Washoe County (South)
32,00103,Washoe County (North)--Sparks City
32,00200,"Carson City, Lyon, Douglas & Storey Counties"
32,00300,Rural Nevada
32,00401,Clark County (Northwest Central)--Northwest Las Vegas Valley
32,00402,Clark County (North)--Las Vegas (Northeast) & North Las Vegas (Outer) Cities
32,00403,Clark County (Central)--Greater North Las Vegas City
32,00404,"Clark County (East)--Mesquite City, Sunrise Manor (North), Moapa Valley & Nellis AFB"
32,00405,Las Vegas City (Southeast)
32,00406,Las Vegas City (South Central)
32,00407,Clark County (West)--Las Vegas City (Southwest)
32,00408,Clark County (Central)--Spring Valley & Summerlin South
32,00409,Clark County (Central)--Paradise (Northwest) & Winchester
32,00410,"Clark County (Central)--Whitney, Sunrise Manor (South) & Paradise (Northeast)"
32,00411,Clark County (Central)--Henderson City (West)
32,00412,Clark County (South)--Henderson (East) & Boulder Cities
32,00413,Clark County (Central)--Paradise (South) & Enterprise
33,00100,Northern New Hampshire--Grafton & Coos Counties
33,00200,"Lakes Region--Belknap, Carroll & Merrimack (Northern) Counties"
33,00300,"Strafford Region--Strafford, Rockingham (Northern) & Carroll (Southeastern) Counties"
33,00400,Central New Hampshire--Merrimack County (Central)--Concord City
33,00500,Southwestern New Hampshire--Cheshire & Sullivan Counties
33,00600,Hillsborough County (Western)
33,00700,Outer Manchester City
33,00800,Manchester City
33,00900,Hillsborough County (Southeastern)--Greater Nashua City
33,01000,Seacoast Region--Rockingham County (Southern)--Portsmouth City
34,00101,Atlantic County (East)--Atlantic City & Ventnor City
34,00102,Atlantic County (Outside Somers Point City)--Pleasantville City & Hammonton Town
34,00301,Bergen County (South Central)--Hackensack & Englewood (West) Cities
34,00302,"Bergen County (Southwest)--Rutherford, North Arlington & Hasbrouck Heights Boroughs"
34,00303,"Bergen County (Southeast)--Fort Lee, Cliffside Park & Palisades Park Boroughs"
34,00304,"Bergen County (West Central)--Fair Lawn Borough, Garfield City & Lodi Borough"
34,00305,"Bergen County (East)--Tenafly, Park Ridge & Cresskill Boroughs"
34,00306,"Bergen County (Northwest)--Ramsey, Oakland & Franklin Lakes Boroughs"
34,00307,"Bergen County (North Central)--Bergenfield, Paramus, Dumont & New Milford Boroughs"
34,00308,"Bergen County (Central)--Ridgewood Village, Glen Rock & Westwood Boroughs"
34,00400,Passaic County (Southeast)--Paterson City
34,00501,Passaic County (South)--Passaic & Clifton (Southeast) Cities
34,00502,Passaic County (Central)--Hawthorne Borough & Clifton City (Northwest)
34,00503,"Passaic County (North)--Ringwood, Wanaque & Pompton Lakes Boroughs"
34,00601,Hudson County (Central)--Jersey City (North)
34,00602,Hudson County (Central)--Jersey City (South)
34,00701,"Hudson County (North)--West New York, Secaucus & Guttenberg Towns"
34,00702,Hudson County (Northeast)--Union City & Hoboken Cities
34,00703,"Hudson County (South & West)--Bayonne City, Kearney & Harrison Towns"
34,00800,Hunterdon County
34,00901,Middlesex County (Southeast)
34,00902,Middlesex County (Southwest)
34,00903,Middlesex County (Northwest)--South Plainfield & Middlesex Boroughs
34,00904,Middlesex County (North Central)--Metuchen Borough
34,00905,Middlesex County (Northeast)--Carteret Borough
34,00906,"Middlesex County (Central)--New Brunswick City, South River & Highland Park Boroughs"
34,00907,Middlesex County (East Central)--Perth Amboy City & Sayreville Borough
34,01001,Somerset County (North & West)
34,01002,Somerset County (South)
34,01003,Somerset County (Central)--North Plainfield & Somerville Boroughs
34,01101,Monmouth County (Southeast)--Tinton Falls Borough (South)
34,01102,Monmouth County (Southwest)--Freehold Borough
34,01103,"Monmouth County (East Central)--Long Branch, Asbury Park Cities & Eatontown Borough"
34,01104,Monmouth County (Northeast)--Red Bank & Tinton Falls (North) Boroughs
34,01105,Monmouth County (Northwest)--Keansburg Borough
34,01106,Monmouth County (Central)
34,01201,Ocean County (South)
34,01202,Ocean County (Central)--Beachwood Borough
34,01203,Ocean County (North Central)
34,01204,Ocean County (Northwest)
34,01205,Ocean County (Northeast)--Point Pleasant Borough
34,01301,Essex County (Southeast)--Newark City (North & East)
34,01302,Essex County (Southeast)--Newark City (Southwest)
34,01401,Essex County (Northeast)
34,01402,Essex County (South Central)--East Orange City
34,01403,Essex County (Northwest)
34,01404,Essex County (Southwest)
34,01501,Morris County (North)--Dover Town & Kinnelon Borough
34,01502,Morris County (West)
34,01503,Morris County (East)--Lincoln Park Borough
34,01504,"Morris County (South)--Morristown Town, Madison & Florham Park Boroughs"
34,01600,Sussex County
34,01700,Warren County
34,01800,Union County (Northeast)--Elizabeth City
34,01901,Union County (North Central)--Roselle Park Borough
34,01902,Union County (Northwest)--Summit City & Westfield Town (North)
34,01903,Union County (Southwest)--Plainfield City & Westfield Town (South)
34,01904,"Union County (Southeast)--Linden, Rahway Cities & Roselle Borough (South)"
34,02001,Burlington County (North)--Burlington City
34,02002,Burlington County (West Central)
34,02003,Burlington County (South & East)
34,02101,Camden County (North)--Camden & Gloucester Cities
34,02102,Camden County (Central)--Lindenwold & Collingswood Boroughs
34,02103,Camden County (South & West)--Bellmawr & Pine Hill Boroughs
34,02104,Camden County (East Central)--Haddonfield Borough
34,02201,Gloucester County (Northeast)--Woodbury City
34,02202,Gloucester County (South & West)--Glassboro Borough
34,02301,Mercer County (West Central)--Trenton City
34,02302,Mercer County (North)--Princeton Borough
34,02303,Mercer County (South)
34,02400,Cumberland County (South)--Vineland & Millville Cities
34,02500,Salem & Cumberland (North) Counties--Bridgeton City
34,02600,Cape May & Atlantic (South Central) Counties--Ocean City & Somers Point City
35,00100,Northwest New Mexico--Navajo Nation
35,00200,"San Juan County (Northeast)--Farmington, Bloomfield & Aztec Cities"
35,00300,North Central New Mexico
35,00400,Eastern Plains New Mexico
35,00500,Santa Fe County
35,00600,Sandoval County
35,00700,"Valencia, Bernalillo (East Mountains) Counties & Isleta Pueblo"
35,00801,Albuquerque City (Far Northeast Heights)
35,00802,Albuquerque City (Near Northeast Heights)
35,00803,Albuquerque City (Southeast Heights)
35,00804,Albuquerque City (Central) & Bernalillo County (North Valley)
35,00805,"Albuquerque City (Northwest Mesa), Paradise Hills & Navajo Nation-Tohajiilee Chapter"
35,00806,Albuquerque City (Southwest Mesa) & Bernalillo County (Southwest Mesa & South Valley)
35,00900,Southwest New Mexico
35,01001,Doña Ana County (Outer)
35,01002,"Doña Ana County (Central)--Las Cruces, Mesilla Cities & University Park"
35,01100,Central Southeast New Mexico
35,01200,Far Southeast New Mexico
36,00100,St. Lawrence County
36,00200,"Clinton, Franklin, Essex & Hamilton Counties"
36,00300,Warren & Washington Counties
36,00401,Herkimer (North & Central) & Oneida (Outer) Counties
36,00402,Oneida County (Central)--Greater Utica & Rome Cities
36,00403,"Otsego, Schoharie, Oneida (South) & Herkimer (South) Counties"
36,00500,Jefferson & Lewis Counties
36,00600,Oswego County
36,00701,Onondaga County (Central)--Syracuse City
36,00702,Onondaga County (North)
36,00703,Onondaga County (Central)--Syracuse City (Outer)
36,00704,Cayuga & Onondaga (South) Counties
36,00800,Wayne & Seneca Counties
36,00901,Monroe County (East)
36,00902,Monroe County (Central)--Rochester City (East)
36,00903,Monroe County (Central)--Rochester City (West)
36,00904,Monroe County (Central)--Greece & Gates Towns
36,00905,Monroe County (North & West)
36,00906,Monroe County (South)
36,01000,Genesee & Orleans Counties
36,01101,Niagara County (Southwest)--Greater Niagara Falls & North Tonawanda Area
36,01102,Niagara County (North & East)
36,01201,Erie County (Northwest)
36,01202,Erie County (North Central)
36,01203,Erie County (Northeast)
36,01204,Erie County (Central)
36,01205,Erie County (West Central)--Buffalo City (East)
36,01206,Erie County (West Central)--Buffalo City (West)
36,01207,Erie County (South)
36,01300,Livingston & Wyoming Counties
36,01400,Ontario & Yates Counties
36,01500,Madison & Cortland Counties
36,01600,Fulton & Montgomery Counties
36,01700,Schenectady County--Schenectady City
36,01801,Saratoga County (South & Central)
36,01802,Saratoga County (Outer)
36,01900,Rensselaer County--Troy City
36,02001,Albany County (East Central)--Albany City
36,02002,Albany County (Outside Albany City)
36,02100,Columbia & Greene Counties
36,02201,Broome County (West Central)--Greater Binghamton City & Greater Johnson City Village
36,02202,Broome (Outer West) & Tioga Counties
36,02203,"Chenango, Delaware & Broome (East) Counties"
36,02300,Tompkins County
36,02401,Chemung (South) & Steuben (East) Counties--Greater Elmira & Greater Corning Cities
36,02402,"Steuben (North & West), Schuyler & Chemung (North) Counties"
36,02500,Cattaraugus & Allegany Counties
36,02600,Chautauqua County
36,02701,Sullivan & Ulster (West) Counties
36,02702,Ulster County (East)
36,02801,Dutchess County (North & East)
36,02802,Dutchess County (Southwest)
36,02901,Orange County (Northeast)--Greater Newburgh City
36,02902,Orange County (Northwest)
36,02903,Orange County (Southeast)
36,03001,Rockland County (North)--New City & Congers
36,03002,"Rockland County (South)--Orangetown, Clarkstown (South) & Ramapo (Southeast) Towns"
36,03003,"Rockland County (West)--Spring Valley, Suffern Villages & Monsey"
36,03101,Putnam County
36,03102,Westchester County (Northwest)
36,03103,Westchester County (Northeast)
36,03104,Westchester County (Southeast)
36,03105,Westchester County (Central)--White Plains City
36,03106,Westchester County (Southwest)--Yonkers City
36,03107,Westchester County (South Central)--New Rochelle & Mount Vernon Cities
36,03201,Nassau County (Northwest)--North Hempstead Town (North)
36,03202,Nassau County (Northeast)--Oyster Bay Town (North) & Glen Cove City
36,03203,Nassau County (East Central)--Oyster Bay Town (Central)
